!{"Time":7,"AccX":0,"AccY":0,"AccZ":0,"GyroX":0,"GyroY":0,"GyroZ":0}
{"Time":661255,"AccX":0.49316408,"AccY":0.999511744,"AccZ":0.61523436,"GyroX":0.54878048,"GyroY":0.487804896,"GyroZ":0.914634176}
{"Time":661407,"AccX":0.50292968,"AccY":0.998046848,"AccZ":0.66894532,"GyroX":0.54878048,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":661560,"AccX":0.48339844,"AccY":1.8300781,"AccZ":0.64941408,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.609756096}
{"Time":661711,"AccX":0.50781248,"AccY":1.5371094,"AccZ":0.58593752,"GyroX":0.54878048,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":661862,"AccX":0.48828124,"AccY":1.1464843,"AccZ":0.68847656,"GyroX":0.731707328,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":662012,"AccX":0.59570312,"AccY":1.390625,"AccZ":0.56152344,"GyroX":0.487804896,"GyroY":0.609756096,"GyroZ":0.670731712}
{"Time":662163,"AccX":0.51269532,"AccY":1.5371094,"AccZ":0.63476564,"GyroX":0.42682928,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":662313,"AccX":0.52246092,"AccY":1.6347656,"AccZ":0.71289064,"GyroX":0.792682944,"GyroY":0.792682944,"GyroZ":0.914634176}
{"Time":662465,"AccX":0.41992188,"AccY":1.78125,"AccZ":0.6298828,"GyroX":0.487804896,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":662614,"AccX":0.56152344,"AccY":1.5859375,"AccZ":0.64453124,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":662766,"AccX":0.4638672,"AccY":1.14160156,"AccZ":0.57128908,"GyroX":0.731707328,"GyroY":0.54878048,"GyroZ":0.914634176}
{"Time":662917,"AccX":0.52246092,"AccY":1.4394531,"AccZ":0.65917968,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.731707328}
{"Time":663069,"AccX":0.50292968,"AccY":1.78125,"AccZ":0.546875,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":-1.36585332}
{"Time":663217,"AccX":0.42968752,"AccY":1.10742188,"AccZ":0.73242184,"GyroX":0.731707328,"GyroY":0.731707328,"GyroZ":0.731707328}
{"Time":663369,"AccX":0.41015624,"AccY":1.2929687,"AccZ":0.72265624,"GyroX":0.54878048,"GyroY":0.914634176,"GyroZ":0.975609792}
{"Time":663521,"AccX":0.45898436,"AccY":1.3417968,"AccZ":0.78125,"GyroX":0.487804896,"GyroY":0.487804896,"GyroZ":0.792682944}
{"Time":663669,"AccX":0.53710936,"AccY":1.78125,"AccZ":0.65917968,"GyroX":0.731707328,"GyroY":0.792682944,"GyroZ":0.731707328}
{"Time":663819,"AccX":0.47851564,"AccY":0.997070336,"AccZ":0.72753904,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":663972,"AccX":0.57128908,"AccY":1.12207031,"AccZ":0.60058592,"GyroX":0.670731712,"GyroY":0.365853664,"GyroZ":0.792682944}
{"Time":664125,"AccX":0.41503908,"AccY":1.8789062,"AccZ":0.61035156,"GyroX":0.42682928,"GyroY":0.85365856,"GyroZ":0.731707328}
{"Time":664275,"AccX":0.40527344,"AccY":0.994628928,"AccZ":0.65429688,"GyroX":0.609756096,"GyroY":0.792682944,"GyroZ":0.914634176}
{"Time":664429,"AccX":0.5517578,"AccY":1.2441406,"AccZ":0.58593752,"GyroX":0.670731712,"GyroY":0.670731712,"GyroZ":-1.97561}
{"Time":664578,"AccX":0.57128908,"AccY":1.6347656,"AccZ":0.68847656,"GyroX":0.42682928,"GyroY":0.54878048,"GyroZ":0.975609792}
{"Time":664727,"AccX":0.51269532,"AccY":1.3417968,"AccZ":0.61523436,"GyroX":0.54878048,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":664878,"AccX":0.546875,"AccY":1.6835937,"AccZ":0.74218752,"GyroX":0.54878048,"GyroY":0.85365856,"GyroZ":0.85365856}
{"Time":665025,"AccX":0.46875,"AccY":1.1464843,"AccZ":0.71777344,"GyroX":0.42682928,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":665171,"AccX":0.57617188,"AccY":1.11230469,"AccZ":0.64453124,"GyroX":0.54878048,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":665322,"AccX":0.45898436,"AccY":1.2441406,"AccZ":0.67871096,"GyroX":0.42682928,"GyroY":0.792682944,"GyroZ":0.85365856}
{"Time":665473,"AccX":0.546875,"AccY":1.4394531,"AccZ":0.70312496,"GyroX":0.54878048,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":665621,"AccX":0.41992188,"AccY":1.6347656,"AccZ":0.58593752,"GyroX":0.54878048,"GyroY":0.609756096,"GyroZ":0.731707328}
{"Time":665773,"AccX":0.5517578,"AccY":1.8789062,"AccZ":0.71777344,"GyroX":0.54878048,"GyroY":0.487804896,"GyroZ":0.731707328}
{"Time":665922,"AccX":0.49316408,"AccY":0.994140608,"AccZ":0.58593752,"GyroX":0.609756096,"GyroY":0.914634176,"GyroZ":0.975609792}
{"Time":666076,"AccX":0.625,"AccY":1.6347656,"AccZ":0.546875,"GyroX":0.609756096,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":666219,"AccX":0.61035156,"AccY":1.390625,"AccZ":0.52246092,"GyroX":0.731707328,"GyroY":0.731707328,"GyroZ":-1.36585332}
{"Time":666370,"AccX":0.61035156,"AccY":1.4394531,"AccZ":0.64453124,"GyroX":0.54878048,"GyroY":0.609756096,"GyroZ":0.792682944}
{"Time":666521,"AccX":0.42480468,"AccY":1.5371094,"AccZ":0.61523436,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":666673,"AccX":0.42480468,"AccY":1.5859375,"AccZ":0.68847656,"GyroX":0.731707328,"GyroY":0.42682928,"GyroZ":0.85365856}
{"Time":666822,"AccX":0.41015624,"AccY":1.8300781,"AccZ":0.63964844,"GyroX":0.609756096,"GyroY":0.42682928,"GyroZ":0.914634176}
{"Time":666974,"AccX":0.41992188,"AccY":1.9277344,"AccZ":0.57128908,"GyroX":0.487804896,"GyroY":0.609756096,"GyroZ":0.975609792}
{"Time":667125,"AccX":0.55664064,"AccY":1.8300781,"AccZ":0.70312496,"GyroX":0.42682928,"GyroY":0.487804896,"GyroZ":0.792682944}
{"Time":667276,"AccX":0.40527344,"AccY":1.390625,"AccZ":0.6298828,"GyroX":0.609756096,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":667424,"AccX":0.4638672,"AccY":1.5859375,"AccZ":0.65429688,"GyroX":0.914634176,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":667575,"AccX":0.50781248,"AccY":1.5859375,"AccZ":0.64453124,"GyroX":0.792682944,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":667726,"AccX":0.51757812,"AccY":1.390625,"AccZ":0.65429688,"GyroX":0.365853664,"GyroY":0.731707328,"GyroZ":0.792682944}
{"Time":667877,"AccX":0.59570312,"AccY":1.1171875,"AccZ":0.59570312,"GyroX":0.670731712,"GyroY":0.365853664,"GyroZ":0.975609792}
{"Time":668028,"AccX":0.48828124,"AccY":1,"AccZ":0.6201172,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.731707328}
{"Time":668171,"AccX":0.390625,"AccY":1,"AccZ":0.70800784,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.731707328}
{"Time":668312,"AccX":0.50781248,"AccY":1.5371094,"AccZ":0.59570312,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":668464,"AccX":0.58593752,"AccY":1.5859375,"AccZ":0.65429688,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":0.792682944}
{"Time":668613,"AccX":0.41503908,"AccY":1.2441406,"AccZ":0.63964844,"GyroX":0.42682928,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":668763,"AccX":0.42480468,"AccY":1,"AccZ":0.60546876,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":668906,"AccX":0.42480468,"AccY":1.9277344,"AccZ":0.72753904,"GyroX":0.731707328,"GyroY":0.670731712,"GyroZ":0.975609792}
{"Time":669059,"AccX":0.49316408,"AccY":1.9765625,"AccZ":0.68359376,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.731707328}
{"Time":669210,"AccX":0.4638672,"AccY":0.997070336,"AccZ":0.71289064,"GyroX":0.54878048,"GyroY":0.487804896,"GyroZ":0.731707328}
{"Time":669362,"AccX":0.45898436,"AccY":1.488281,"AccZ":0.71289064,"GyroX":0.365853664,"GyroY":0.487804896,"GyroZ":0.85365856}
{"Time":669512,"AccX":0.5419922,"AccY":1.6347656,"AccZ":0.64941408,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":0.731707328}
{"Time":669661,"AccX":0.44433592,"AccY":0.996582016,"AccZ":0.71289064,"GyroX":0.42682928,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":669814,"AccX":0.4736328,"AccY":1.11230469,"AccZ":0.64453124,"GyroX":0.609756096,"GyroY":0.304878048,"GyroZ":0.792682944}
{"Time":669966,"AccX":0.50781248,"AccY":1.8789062,"AccZ":0.625,"GyroX":0.487804896,"GyroY":0.487804896,"GyroZ":0.731707328}
{"Time":670112,"AccX":0.45898436,"AccY":1.5859375,"AccZ":0.66894532,"GyroX":0.54878048,"GyroY":0.914634176,"GyroZ":0.85365856}
{"Time":670263,"AccX":0.40527344,"AccY":1.2441406,"AccZ":0.69335936,"GyroX":0.609756096,"GyroY":0.670731712,"GyroZ":0.670731712}
{"Time":670414,"AccX":0.61523436,"AccY":1.12695312,"AccZ":0.57128908,"GyroX":0.609756096,"GyroY":0.54878048,"GyroZ":0.914634176}
{"Time":670566,"AccX":0.48339844,"AccY":1.488281,"AccZ":0.56640624,"GyroX":0.42682928,"GyroY":0.42682928,"GyroZ":0.914634176}
{"Time":670715,"AccX":0.60546876,"AccY":1.8300781,"AccZ":0.60058592,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":-1.36585332}
{"Time":670867,"AccX":0.50292968,"AccY":1.4882812,"AccZ":0.64453124,"GyroX":0.42682928,"GyroY":0.609756096,"GyroZ":0.792682944}
{"Time":671019,"AccX":0.58593752,"AccY":1.78125,"AccZ":0.64941408,"GyroX":0.54878048,"GyroY":0.365853664,"GyroZ":0.914634176}
{"Time":671167,"AccX":0.42968752,"AccY":1.9765625,"AccZ":0.63476564,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":671319,"AccX":0.59570312,"AccY":1.1171875,"AccZ":0.6201172,"GyroX":0.487804896,"GyroY":0.487804896,"GyroZ":0.975609792}
{"Time":671470,"AccX":0.53710936,"AccY":1.12207031,"AccZ":0.66894532,"GyroX":0.54878048,"GyroY":0.670731712,"GyroZ":0.670731712}
{"Time":671622,"AccX":0.44921876,"AccY":1.3417968,"AccZ":0.63964844,"GyroX":0.609756096,"GyroY":0.487804896,"GyroZ":0.975609792}
{"Time":671773,"AccX":0.50781248,"AccY":1.4394531,"AccZ":0.52734376,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":671926,"AccX":0.6201172,"AccY":1.13183594,"AccZ":0.65917968,"GyroX":0.670731712,"GyroY":0.670731712,"GyroZ":0.731707328}
{"Time":672077,"AccX":0.49804688,"AccY":1.2929687,"AccZ":0.6298828,"GyroX":0.731707328,"GyroY":0.42682928,"GyroZ":-1.36585332}
{"Time":672228,"AccX":0.45898436,"AccY":1.2441406,"AccZ":0.68359376,"GyroX":0.609756096,"GyroY":0.670731712,"GyroZ":0.731707328}
{"Time":672379,"AccX":0.60546876,"AccY":1.9277344,"AccZ":0.61523436,"GyroX":0.609756096,"GyroY":0.487804896,"GyroZ":0.792682944}
{"Time":672531,"AccX":0.38085936,"AccY":0.998535168,"AccZ":0.59570312,"GyroX":0.42682928,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":672685,"AccX":0.44433592,"AccY":1.5859375,"AccZ":0.65429688,"GyroX":0.609756096,"GyroY":0.792682944,"GyroZ":0.85365856}
{"Time":672835,"AccX":0.56152344,"AccY":1.976562,"AccZ":0.63476564,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.731707328}
{"Time":672986,"AccX":0.4736328,"AccY":1.10742188,"AccZ":0.69335936,"GyroX":0.609756096,"GyroY":0.54878048,"GyroZ":-1.36585332}
{"Time":673137,"AccX":0.52246092,"AccY":1.8300781,"AccZ":0.74707032,"GyroX":0.304878048,"GyroY":0.609756096,"GyroZ":0.670731712}
{"Time":673289,"AccX":0.58593752,"AccY":1.5859375,"AccZ":0.66406248,"GyroX":0.487804896,"GyroY":0.85365856,"GyroZ":0.85365856}
{"Time":673439,"AccX":0.3857422,"AccY":1.11230469,"AccZ":0.67871096,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.975609792}
{"Time":673591,"AccX":0.5517578,"AccY":1.9277344,"AccZ":0.70800784,"GyroX":0.54878048,"GyroY":0.609756096,"GyroZ":-1.36585332}
{"Time":673740,"AccX":0.52734376,"AccY":1.13183594,"AccZ":0.49804688,"GyroX":0.609756096,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":673893,"AccX":0.60546876,"AccY":1.488281,"AccZ":0.75195312,"GyroX":0.670731712,"GyroY":0.42682928,"GyroZ":0.914634176}
{"Time":674042,"AccX":0.33203124,"AccY":0.997558592,"AccZ":0.546875,"GyroX":0.487804896,"GyroY":0.975609792,"GyroZ":0.975609792}
{"Time":674195,"AccX":0.59570312,"AccY":1.8300781,"AccZ":0.67382816,"GyroX":0.609756096,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":674347,"AccX":0.6201172,"AccY":0.996582016,"AccZ":0.65429688,"GyroX":0.42682928,"GyroY":0.54878048,"GyroZ":0.914634176}
{"Time":674497,"AccX":0.56152344,"AccY":1.17578124,"AccZ":0.52246092,"GyroX":0.487804896,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":674650,"AccX":0.57617188,"AccY":1.1464843,"AccZ":0.61523436,"GyroX":0.670731712,"GyroY":0.54878048,"GyroZ":0.792682944}
{"Time":674800,"AccX":0.45898436,"AccY":1.6347656,"AccZ":0.52246092,"GyroX":0.42682928,"GyroY":0.609756096,"GyroZ":-1.36585332}
{"Time":674952,"AccX":0.60546876,"AccY":1.5371094,"AccZ":0.68359376,"GyroX":0.731707328,"GyroY":0.54878048,"GyroZ":0.914634176}
{"Time":675102,"AccX":0.58105468,"AccY":1.390625,"AccZ":0.7714844,"GyroX":0.42682928,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":675250,"AccX":0.56152344,"AccY":1.14648438,"AccZ":0.58593752,"GyroX":0.609756096,"GyroY":0.487804896,"GyroZ":0.914634176}
{"Time":675403,"AccX":0.71777344,"AccY":1.14160156,"AccZ":0.61523436,"GyroX":0.487804896,"GyroY":0.792682944,"GyroZ":0.792682944}
{"Time":675556,"AccX":0.49804688,"AccY":1.1171875,"AccZ":0.59082032,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":0.670731712}
{"Time":675708,"AccX":0.59082032,"AccY":1.2929687,"AccZ":0.70800784,"GyroX":0.670731712,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":675858,"AccX":0.58105468,"AccY":1.6347656,"AccZ":0.58593752,"GyroX":0.609756096,"GyroY":0.54878048,"GyroZ":0.731707328}
{"Time":676008,"AccX":0.47851564,"AccY":1.3417968,"AccZ":0.69824216,"GyroX":0.42682928,"GyroY":0.42682928,"GyroZ":0.792682944}
{"Time":676159,"AccX":0.42968752,"AccY":0.999511744,"AccZ":0.73242184,"GyroX":0.54878048,"GyroY":0.487804896,"GyroZ":0.85365856}
{"Time":676311,"AccX":0.52734376,"AccY":1.17089844,"AccZ":0.56640624,"GyroX":0.731707328,"GyroY":0.85365856,"GyroZ":0.914634176}
{"Time":676463,"AccX":0.50292968,"AccY":1.1953125,"AccZ":0.6201172,"GyroX":0.731707328,"GyroY":0.609756096,"GyroZ":0.975609792}
{"Time":676614,"AccX":0.48339844,"AccY":1.8300781,"AccZ":0.65917968,"GyroX":0.487804896,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":676765,"AccX":0.48339844,"AccY":0.999511744,"AccZ":0.71777344,"GyroX":0.609756096,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":676918,"AccX":0.60058592,"AccY":1.78125,"AccZ":0.65917968,"GyroX":0.487804896,"GyroY":0.487804896,"GyroZ":0.975609792}
{"Time":677067,"AccX":0.57617188,"AccY":1.6835937,"AccZ":0.6201172,"GyroX":0.670731712,"GyroY":0.792682944,"GyroZ":0.792682944}
{"Time":677219,"AccX":0.60058592,"AccY":1.18554688,"AccZ":0.52734376,"GyroX":0.609756096,"GyroY":0.365853664,"GyroZ":0.670731712}
{"Time":677371,"AccX":0.50292968,"AccY":1.5371094,"AccZ":0.6298828,"GyroX":0.731707328,"GyroY":0.487804896,"GyroZ":0.975609792}
{"Time":677522,"AccX":0.45410156,"AccY":1.390625,"AccZ":0.56640624,"GyroX":0.54878048,"GyroY":0.609756096,"GyroZ":-1.36585332}
{"Time":677672,"AccX":0.53710936,"AccY":1.5859375,"AccZ":0.7910156,"GyroX":0.731707328,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":677823,"AccX":0.38085936,"AccY":1.78125,"AccZ":0.64453124,"GyroX":0.792682944,"GyroY":0.54878048,"GyroZ":0.975609792}
{"Time":677971,"AccX":0.546875,"AccY":1.2929687,"AccZ":0.67871096,"GyroX":0.487804896,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":678120,"AccX":0.51757812,"AccY":1.4394531,"AccZ":0.67871096,"GyroX":0.487804896,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":678270,"AccX":0.48828124,"AccY":1.9277344,"AccZ":0.65429688,"GyroX":0.609756096,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":678423,"AccX":0.42968752,"AccY":1.2929687,"AccZ":0.74218752,"GyroX":0.792682944,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":678574,"AccX":0.56152344,"AccY":1.390625,"AccZ":0.7714844,"GyroX":0.731707328,"GyroY":0.670731712,"GyroZ":0.670731712}
{"Time":678723,"AccX":0.51757812,"AccY":1.5859375,"AccZ":0.70800784,"GyroX":0.487804896,"GyroY":0.54878048,"GyroZ":-1.36585332}
{"Time":678875,"AccX":0.42968752,"AccY":1.1464843,"AccZ":0.72753904,"GyroX":0.54878048,"GyroY":0.85365856,"GyroZ":-1.15853656}
{"Time":679024,"AccX":0.5419922,"AccY":1.5371094,"AccZ":0.68847656,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":679175,"AccX":0.43457032,"AccY":1.2929687,"AccZ":0.67871096,"GyroX":0.85365856,"GyroY":0.609756096,"GyroZ":0.731707328}
{"Time":679326,"AccX":0.45898436,"AccY":1.78125,"AccZ":0.67871096,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":0.792682944}
{"Time":679474,"AccX":0.50781248,"AccY":1.976562,"AccZ":0.57128908,"GyroX":0.670731712,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":679623,"AccX":0.59082032,"AccY":1.976562,"AccZ":0.6201172,"GyroX":0.609756096,"GyroY":0.792682944,"GyroZ":0.975609792}
{"Time":679773,"AccX":0.58105468,"AccY":1.2929687,"AccZ":0.57617188,"GyroX":0.54878048,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":679923,"AccX":0.59082032,"AccY":1.14160156,"AccZ":0.66406248,"GyroX":0.609756096,"GyroY":0.792682944,"GyroZ":0.914634176}
{"Time":680077,"AccX":0.52734376,"AccY":1.13183594,"AccZ":0.5517578,"GyroX":0.670731712,"GyroY":0.54878048,"GyroZ":0.792682944}
{"Time":680227,"AccX":0.42480468,"AccY":1.6347656,"AccZ":0.64941408,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":0.975609792}
{"Time":680377,"AccX":0.546875,"AccY":1.4882812,"AccZ":0.66406248,"GyroX":0.487804896,"GyroY":0.487804896,"GyroZ":0.731707328}
{"Time":680527,"AccX":0.53222656,"AccY":1.3417968,"AccZ":0.625,"GyroX":0.609756096,"GyroY":0.365853664,"GyroZ":0.792682944}
{"Time":680674,"AccX":0.44921876,"AccY":1.976562,"AccZ":0.64453124,"GyroX":0.731707328,"GyroY":0.487804896,"GyroZ":0.792682944}
{"Time":680825,"AccX":0.41992188,"AccY":1.488281,"AccZ":0.63964844,"GyroX":0.731707328,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":680975,"AccX":0.44921876,"AccY":0.991210944,"AccZ":0.69824216,"GyroX":0.609756096,"GyroY":0.487804896,"GyroZ":0.85365856}
{"Time":681127,"AccX":0.50292968,"AccY":1.4394531,"AccZ":0.71289064,"GyroX":0.54878048,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":681279,"AccX":0.5517578,"AccY":0.999511744,"AccZ":0.68359376,"GyroX":0.731707328,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":681432,"AccX":0.47851564,"AccY":1.976562,"AccZ":0.58593752,"GyroX":0.731707328,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":681580,"AccX":0.59570312,"AccY":1.6835937,"AccZ":0.71289064,"GyroX":0.792682944,"GyroY":0.85365856,"GyroZ":0.670731712}
{"Time":681732,"AccX":0.50292968,"AccY":1.9277344,"AccZ":0.59570312,"GyroX":0.42682928,"GyroY":0.609756096,"GyroZ":0.792682944}
{"Time":681882,"AccX":0.42968752,"AccY":1.5859375,"AccZ":0.59570312,"GyroX":0.731707328,"GyroY":0.54878048,"GyroZ":0.54878048}
{"Time":682033,"AccX":0.48828124,"AccY":1.1953125,"AccZ":0.72265624,"GyroX":0.365853664,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":682184,"AccX":0.58593752,"AccY":1.5859375,"AccZ":0.65917968,"GyroX":0.670731712,"GyroY":0.42682928,"GyroZ":0.975609792}
{"Time":682335,"AccX":0.56152344,"AccY":1.7324219,"AccZ":0.73242184,"GyroX":0.42682928,"GyroY":0.487804896,"GyroZ":0.792682944}
{"Time":682486,"AccX":0.47851564,"AccY":1.3417968,"AccZ":0.66406248,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.792682944}
{"Time":682638,"AccX":0.58593752,"AccY":1.2441406,"AccZ":0.65429688,"GyroX":0.54878048,"GyroY":0.609756096,"GyroZ":0.609756096}
{"Time":682788,"AccX":0.60546876,"AccY":1.7324219,"AccZ":0.72265624,"GyroX":0.792682944,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":682941,"AccX":0.42480468,"AccY":1.1171875,"AccZ":0.64941408,"GyroX":0.792682944,"GyroY":-1.36585332,"GyroZ":0.975609792}
{"Time":683092,"AccX":0.52734376,"AccY":1.11230469,"AccZ":0.65917968,"GyroX":0.85365856,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":683244,"AccX":0.43945312,"AccY":1.4394531,"AccZ":0.64941408,"GyroX":0.609756096,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":683396,"AccX":0.58105468,"AccY":1.6835937,"AccZ":0.5517578,"GyroX":0.487804896,"GyroY":0.609756096,"GyroZ":0.731707328}
{"Time":683546,"AccX":0.74218752,"AccY":1.1171875,"AccZ":0.546875,"GyroX":0.365853664,"GyroY":0.121951224,"GyroZ":0.914634176}
{"Time":683697,"AccX":0.45898436,"AccY":1.5859375,"AccZ":0.7763672,"GyroX":0.670731712,"GyroY":0.85365856,"GyroZ":0.792682944}
{"Time":683846,"AccX":0.58593752,"AccY":0.998535168,"AccZ":0.68847656,"GyroX":0.609756096,"GyroY":0.487804896,"GyroZ":0.85365856}
{"Time":684000,"AccX":0.60058592,"AccY":1.78125,"AccZ":0.625,"GyroX":0.609756096,"GyroY":0.42682928,"GyroZ":0.85365856}
{"Time":684142,"AccX":0.60058592,"AccY":1.3417968,"AccZ":0.61523436,"GyroX":0.609756096,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":684294,"AccX":0.47851564,"AccY":1.8300781,"AccZ":0.61035156,"GyroX":0.731707328,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":684446,"AccX":0.58105468,"AccY":1.6347656,"AccZ":0.65917968,"GyroX":0.731707328,"GyroY":0.54878048,"GyroZ":0.975609792}
{"Time":684597,"AccX":0.53222656,"AccY":1.5859375,"AccZ":0.60546876,"GyroX":0.609756096,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":684747,"AccX":0.44921876,"AccY":0.983398464,"AccZ":0.83007816,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.731707328}
{"Time":684901,"AccX":0.3955078,"AccY":1.1464843,"AccZ":0.72265624,"GyroX":0.731707328,"GyroY":0.85365856,"GyroZ":0.975609792}
{"Time":685050,"AccX":0.43945312,"AccY":0.998046848,"AccZ":0.70800784,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":685204,"AccX":0.44921876,"AccY":1.390625,"AccZ":0.50781248,"GyroX":0.54878048,"GyroY":0.365853664,"GyroZ":0.792682944}
{"Time":685353,"AccX":0.6201172,"AccY":1.5371094,"AccZ":0.76171872,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":0.792682944}
{"Time":685503,"AccX":0.3125,"AccY":0.996582016,"AccZ":0.63476564,"GyroX":0.42682928,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":685651,"AccX":0.55664064,"AccY":1.78125,"AccZ":0.7910156,"GyroX":0.365853664,"GyroY":0.54878048,"GyroZ":0.731707328}
{"Time":685799,"AccX":0.5419922,"AccY":1,"AccZ":0.73242184,"GyroX":0.670731712,"GyroY":0.487804896,"GyroZ":0.792682944}
{"Time":685941,"AccX":0.36621092,"AccY":1.488281,"AccZ":0.69335936,"GyroX":0.54878048,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":686091,"AccX":0.60546876,"AccY":0.997558592,"AccZ":0.67382816,"GyroX":0.487804896,"GyroY":0.54878048,"GyroZ":0.914634176}
{"Time":686243,"AccX":0.59082032,"AccY":1.4394531,"AccZ":0.67871096,"GyroX":0.487804896,"GyroY":0.792682944,"GyroZ":0.914634176}
{"Time":686396,"AccX":0.4736328,"AccY":1.78125,"AccZ":0.63476564,"GyroX":0.670731712,"GyroY":0.42682928,"GyroZ":0.792682944}
{"Time":686543,"AccX":0.48828124,"AccY":0.999023424,"AccZ":0.59570312,"GyroX":0.487804896,"GyroY":0.731707328,"GyroZ":-1.36585332}
{"Time":686697,"AccX":0.57128908,"AccY":1.15136719,"AccZ":0.61035156,"GyroX":0.609756096,"GyroY":0.85365856,"GyroZ":0.975609792}
{"Time":686850,"AccX":0.49316408,"AccY":1.4882812,"AccZ":0.57617188,"GyroX":0.670731712,"GyroY":0.731707328,"GyroZ":0.792682944}
{"Time":687001,"AccX":0.625,"AccY":1.8789062,"AccZ":0.64941408,"GyroX":0.609756096,"GyroY":0.792682944,"GyroZ":0.670731712}
{"Time":687149,"AccX":0.47851564,"AccY":1.3417968,"AccZ":0.61035156,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":687299,"AccX":0.56152344,"AccY":1.78125,"AccZ":0.625,"GyroX":0.731707328,"GyroY":0.731707328,"GyroZ":-1.36585332}
{"Time":687443,"AccX":0.5517578,"AccY":0.99609376,"AccZ":0.71777344,"GyroX":0.609756096,"GyroY":0.54878048,"GyroZ":0.85365856}
